Airline,Source,Destination,Duration,Total_Stops,Price,Month,Day_Name
Jet Airways,Banglore,New Delhi,1279.8,1,20800.0,March,Friday
Air India,Delhi,Cochin,1099.8,2,11911.0,June,Monday
Vistara,Banglore,Delhi,160.2,0,5403.0,April,Wednesday
Jet Airways,Kolkata,Banglore,574.8,1,13469.0,June,Thursday
Jet Airways,Delhi,Cochin,910.2,2,11270.0,June,Thursday
Air Asia,Delhi,Cochin,589.8,1,6152.0,June,Monday
Jet Airways,Delhi,Cochin,1225.2,1,12452.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1429.8,1,10844.0,May,Wednesday
IndiGo,Delhi,Cochin,634.8,1,8216.0,May,Saturday
Jet Airways,Kolkata,Banglore,799.8,1,13626.0,June,Wednesday
Multiple carriers,Delhi,Cochin,855.0,2,7084.0,March,Wednesday
Multiple carriers,Delhi,Cochin,859.8,1,7575.0,May,Thursday
Air India,Banglore,New Delhi,1474.8,1,6781.0,March,Sunday
Jet Airways,Banglore,Delhi,180.0,0,6478.0,June,Thursday
SpiceJet,Mumbai,Hyderabad,79.80000000000001,0,2385.0,March,Friday
Multiple carriers,Delhi,Cochin,480.0,1,9385.0,May,Saturday
GoAir,Banglore,Delhi,175.2,0,5048.0,April,Thursday
IndiGo,Delhi,Cochin,304.8,1,5058.0,June,Wednesday
Multiple carriers Premium economy,Delhi,Cochin,439.8,1,11269.0,March,Thursday
Multiple carriers,Delhi,Cochin,390.0,1,7363.0,April,Tuesday
Jet Airways,Delhi,Cochin,799.8,1,15764.0,March,Wednesday
Jet Airways,Delhi,Cochin,1105.2,1,10262.0,June,Wednesday
Jet Airways,Delhi,Cochin,1320.0,2,10919.0,June,Monday
Jet Airways,Delhi,Cochin,1530.0,1,10262.0,June,Saturday
Air India,Kolkata,Banglore,1045.2,2,11883.0,May,Monday
SpiceJet,Kolkata,Banglore,139.8,0,3847.0,March,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,June,Wednesday
Vistara,Kolkata,Banglore,930.0,1,8662.0,May,Sunday
Jet Airways,Delhi,Cochin,865.2,1,12898.0,May,Monday
SpiceJet,Banglore,Delhi,175.2,0,4423.0,May,Sunday
Air India,Delhi,Cochin,874.8,1,8991.0,June,Wednesday
SpiceJet,Delhi,Cochin,295.2,1,5409.0,May,Wednesday
IndiGo,Delhi,Cochin,454.8,1,6442.0,April,Saturday
Air India,Kolkata,Banglore,589.8,2,9941.0,May,Friday
IndiGo,Delhi,Cochin,880.2,2,6494.0,March,Thursday
Multiple carriers,Delhi,Cochin,510.0,1,7198.0,June,Monday
SpiceJet,Banglore,New Delhi,169.8,0,7110.0,March,Saturday
Jet Airways,Banglore,New Delhi,874.8,1,11087.0,March,Tuesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Thursday
IndiGo,Banglore,Delhi,175.2,0,4823.0,June,Saturday
Jet Airways,Kolkata,Banglore,574.8,1,14151.0,May,Sunday
Multiple carriers,Delhi,Cochin,780.0,1,10791.0,June,Thursday
Vistara,Kolkata,Banglore,1555.2,1,7980.0,April,Monday
Air India,Delhi,Cochin,1534.8,1,6587.0,April,Saturday
Vistara,Chennai,Kolkata,135.0,0,3687.0,May,Monday
Air India,Delhi,Cochin,1470.0,2,13307.0,May,Wednesday
Air India,Mumbai,Hyderabad,85.19999999999999,0,2050.0,March,Sunday
Multiple carriers,Delhi,Cochin,600.0,1,10197.0,May,Thursday
Vistara,Banglore,Delhi,169.8,0,4668.0,June,Monday
IndiGo,Banglore,Delhi,169.8,0,4990.0,May,Friday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,May,Friday
Multiple carriers,Delhi,Cochin,720.0,1,7933.0,June,Saturday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,May,Monday
Jet Airways,Delhi,Cochin,1279.8,1,6645.0,March,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,June,Tuesday
Multiple carriers,Delhi,Cochin,754.8,1,8098.0,March,Thursday
Jet Airways,Delhi,Cochin,1005.0,1,10262.0,June,Monday
Jet Airways,Banglore,New Delhi,780.0,1,12284.0,March,Monday
Jet Airways,Delhi,Cochin,1680.0,1,10262.0,June,Monday
IndiGo,Banglore,Delhi,169.8,0,4990.0,April,Friday
Air India,Banglore,New Delhi,1030.2,2,12568.0,March,Monday
Jet Airways,Kolkata,Banglore,570.0,1,11841.0,May,Monday
Jet Airways,Delhi,Cochin,619.8,1,18371.0,June,Saturday
SpiceJet,Banglore,New Delhi,475.2,1,23267.0,March,Friday
Jet Airways,Kolkata,Banglore,840.0,1,13067.0,May,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,5277.0,June,Friday
Air India,Delhi,Cochin,865.2,2,13879.0,May,Monday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Tuesday
Air India,Delhi,Cochin,1410.0,2,10178.0,May,Thursday
Jet Airways,Delhi,Cochin,1000.2,2,13882.0,June,Wednesday
Vistara,Banglore,Delhi,165.0,0,4878.0,May,Tuesday
Vistara,Banglore,Delhi,169.8,0,4668.0,June,Thursday
Jet Airways,Kolkata,Banglore,1594.8,1,10844.0,May,Tuesday
Multiple carriers,Delhi,Cochin,735.0,1,7005.0,June,Thursday
Jet Airways,Delhi,Cochin,619.8,1,12898.0,May,Tuesday
Air India,Delhi,Cochin,925.2,1,9929.0,June,Saturday
Jet Airways,Delhi,Cochin,540.0,1,14714.0,June,Saturday
Air India,Delhi,Cochin,169.8,0,6094.0,April,Sunday
Jet Airways,Banglore,New Delhi,679.8,1,16736.0,March,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,April,Wednesday
Multiple carriers,Delhi,Cochin,460.2,1,8882.0,May,Saturday
Multiple carriers,Delhi,Cochin,660.0,1,10197.0,May,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Sunday
IndiGo,Delhi,Cochin,349.8,1,13628.0,March,Sunday
Vistara,Delhi,Cochin,190.2,0,6216.0,May,Monday
Air India,Delhi,Cochin,1534.8,1,7480.0,May,Tuesday
Air India,Kolkata,Banglore,375.0,1,11936.0,June,Wednesday
SpiceJet,Chennai,Kolkata,135.0,0,3859.0,March,Monday
Jet Airways,Kolkata,Banglore,844.8,1,8586.0,May,Sunday
Vistara,Banglore,New Delhi,175.2,0,21730.0,March,Friday
IndiGo,Delhi,Cochin,499.8,1,6628.0,June,Saturday
Air India,Kolkata,Banglore,1195.2,2,10151.0,May,Wednesday
Jet Airways,Kolkata,Banglore,1285.2,1,11467.0,May,Tuesday
IndiGo,Delhi,Cochin,295.2,1,7010.0,June,Saturday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Wednesday
IndiGo,Banglore,New Delhi,180.0,0,8033.0,March,Saturday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,May,Saturday
IndiGo,Kolkata,Banglore,315.0,1,6911.0,June,Sunday
Jet Airways,Delhi,Cochin,1380.0,2,14300.0,June,Thursday
Air India,Kolkata,Banglore,1099.8,2,13033.0,June,Sunday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Friday
SpiceJet,Banglore,New Delhi,175.2,0,6205.0,March,Saturday
IndiGo,Delhi,Cochin,570.0,1,14871.0,March,Wednesday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,5678.0,May,Saturday
Multiple carriers,Delhi,Cochin,465.0,1,16108.0,June,Saturday
Jet Airways,Banglore,New Delhi,775.2,1,17261.0,March,Wednesday
SpiceJet,Banglore,Delhi,160.2,0,3311.0,May,Sunday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Friday
IndiGo,Banglore,Delhi,169.8,0,4823.0,June,Sunday
Air India,Banglore,New Delhi,919.8,1,8425.0,March,Saturday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,May,Wednesday
GoAir,Delhi,Cochin,540.0,1,5281.0,June,Sunday
Jet Airways,Delhi,Cochin,1225.2,1,17549.0,March,Saturday
Multiple carriers,Delhi,Cochin,780.0,1,13797.0,June,Monday
IndiGo,Banglore,Delhi,169.8,0,4823.0,April,Friday
Air India,Delhi,Cochin,955.2,1,7258.0,June,Monday
Multiple carriers,Delhi,Cochin,765.0,1,18192.0,March,Sunday
Air India,Kolkata,Banglore,1165.2,2,13899.0,May,Wednesday
Jet Airways,Kolkata,Banglore,400.2,1,10844.0,May,Thursday
Jet Airways,Kolkata,Banglore,1450.2,1,14151.0,May,Sunday
Multiple carriers,Delhi,Cochin,619.8,1,15147.0,March,Wednesday
GoAir,Banglore,Delhi,175.2,0,3898.0,June,Saturday
IndiGo,Delhi,Cochin,664.8,1,6818.0,May,Wednesday
Jet Airways,Kolkata,Banglore,1170.0,1,14781.0,May,Wednesday
Air Asia,Kolkata,Banglore,499.8,2,5192.0,May,Tuesday
Jet Airways,Delhi,Cochin,424.8,2,14441.0,June,Thursday
Jet Airways,Kolkata,Banglore,1480.2,1,14151.0,May,Friday
IndiGo,Kolkata,Banglore,220.2,1,4226.0,May,Saturday
Air India,Delhi,Cochin,1380.0,2,13381.0,May,Monday
Multiple carriers,Delhi,Cochin,844.8,1,10678.0,June,Saturday
Jet Airways,Delhi,Cochin,439.8,1,12242.0,March,Wednesday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4995.0,June,Friday
Jet Airways,Delhi,Cochin,450.0,1,10262.0,June,Saturday
SpiceJet,Kolkata,Banglore,139.8,0,3841.0,April,Monday
Jet Airways,Kolkata,Banglore,960.0,1,9663.0,May,Thursday
IndiGo,Kolkata,Banglore,154.8,0,5224.0,April,Thursday
Multiple carriers,Delhi,Cochin,730.2,1,14533.0,May,Saturday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,May,Friday
Jet Airways,Banglore,Delhi,184.8,0,5769.0,June,Wednesday
Multiple carriers,Delhi,Cochin,484.8,1,11622.0,March,Thursday
IndiGo,Banglore,Delhi,175.2,0,4823.0,April,Wednesday
Jet Airways,Banglore,New Delhi,1279.8,1,7832.0,March,Thursday
Multiple carriers,Delhi,Cochin,705.0,1,9001.0,June,Monday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,June,Thursday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,May,Friday
IndiGo,Delhi,Cochin,280.2,1,6937.0,March,Saturday
Air India,Kolkata,Banglore,919.8,2,13033.0,June,Thursday
SpiceJet,Banglore,Delhi,160.2,0,3625.0,May,Friday
Jet Airways,Delhi,Cochin,1294.8,2,13292.0,June,Thursday
Air India,Banglore,New Delhi,1525.2,2,12778.0,March,Tuesday
SpiceJet,Kolkata,Banglore,150.0,0,3841.0,June,Saturday
IndiGo,Mumbai,Hyderabad,85.19999999999999,0,2227.0,March,Monday
SpiceJet,Kolkata,Banglore,520.2,1,6171.0,May,Thursday
Air India,Kolkata,Banglore,1195.2,2,10676.0,May,Sunday
Jet Airways,Delhi,Cochin,1024.8,2,13014.0,June,Monday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,March,Monday
Air India,Delhi,Cochin,865.2,2,8367.0,March,Wednesday
Jet Airways,Delhi,Cochin,1570.2,1,5177.0,April,Wednesday
SpiceJet,Kolkata,Banglore,150.0,0,4174.0,April,Thursday
Multiple carriers,Delhi,Cochin,615.0,1,9794.0,May,Wednesday
Multiple carriers,Delhi,Cochin,385.2,1,10486.0,May,Monday
Multiple carriers,Delhi,Cochin,675.0,1,15058.0,May,Tuesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,April,Saturday
Jet Airways,Delhi,Cochin,1665.0,1,17024.0,March,Wednesday
GoAir,Kolkata,Banglore,454.8,1,8855.0,May,Sunday
Air India,Delhi,Cochin,640.2,1,8372.0,June,Sunday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4050.0,June,Monday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,May,Sunday
SpiceJet,Mumbai,Hyderabad,79.80000000000001,0,2385.0,March,Monday
GoAir,Banglore,Delhi,169.8,0,3898.0,June,Monday
IndiGo,Banglore,New Delhi,165.0,0,6860.0,March,Sunday
SpiceJet,Delhi,Cochin,315.0,1,6749.0,May,Monday
Air India,Kolkata,Banglore,525.0,2,15107.0,May,Tuesday
Jet Airways,Delhi,Cochin,1125.0,2,10368.0,June,Saturday
Jet Airways,Banglore,New Delhi,859.8,1,7832.0,March,Thursday
SpiceJet,Mumbai,Hyderabad,90.0,0,2385.0,May,Monday
IndiGo,Kolkata,Banglore,150.0,0,4804.0,June,Monday
Air India,Delhi,Cochin,1594.8,2,8236.0,March,Thursday
IndiGo,Delhi,Cochin,570.0,1,6416.0,March,Wednesday
Jet Airways,Delhi,Cochin,450.0,1,10262.0,June,Sunday
Jet Airways,Delhi,Cochin,1210.2,1,14714.0,June,Sunday
SpiceJet,Kolkata,Banglore,330.0,1,7646.0,April,Monday
Air India,Delhi,Cochin,765.0,1,7480.0,June,Saturday
Vistara,Chennai,Kolkata,139.8,0,11982.0,May,Monday
Multiple carriers,Delhi,Cochin,520.2,1,8309.0,May,Saturday
Jet Airways,Delhi,Cochin,424.8,2,13344.0,June,Sunday
Air India,Kolkata,Banglore,889.8,1,4227.0,April,Monday
Air India,Delhi,Cochin,1180.2,2,9706.0,March,Thursday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,May,Monday
IndiGo,Delhi,Cochin,835.2,1,6442.0,June,Wednesday
Jet Airways,Banglore,Delhi,184.8,0,8016.0,June,Saturday
IndiGo,Delhi,Cochin,319.8,1,5298.0,April,Monday
Vistara,Banglore,Delhi,154.8,0,4878.0,May,Tuesday
Jet Airways,Delhi,Cochin,865.2,1,10262.0,June,Monday
IndiGo,Kolkata,Banglore,300.0,1,4176.0,May,Sunday
IndiGo,Delhi,Cochin,844.8,1,5883.0,June,Saturday
Multiple carriers,Delhi,Cochin,540.0,1,12717.0,June,Thursday
IndiGo,Chennai,Kolkata,139.8,0,3850.0,May,Sunday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Monday
SpiceJet,Mumbai,Hyderabad,90.0,0,2175.0,May,Thursday
Air Asia,Banglore,Delhi,169.8,0,7080.0,April,Friday
Jet Airways,Kolkata,Banglore,664.8,1,8849.0,April,Monday
Jet Airways,Kolkata,Banglore,685.2,1,9899.0,June,Wednesday
Vistara,Banglore,Delhi,160.2,0,4878.0,June,Saturday
Multiple carriers,Delhi,Cochin,705.0,1,7787.0,May,Thursday
SpiceJet,Chennai,Kolkata,139.8,0,3597.0,May,Friday
GoAir,Delhi,Cochin,540.0,1,5281.0,April,Monday
Vistara,Kolkata,Banglore,1350.0,1,9345.0,May,Wednesday
IndiGo,Delhi,Cochin,634.8,1,6442.0,June,Monday
IndiGo,Delhi,Cochin,705.0,1,6838.0,June,Thursday
SpiceJet,Chennai,Kolkata,139.8,0,3597.0,June,Monday
SpiceJet,Mumbai,Hyderabad,79.80000000000001,0,3173.0,March,Thursday
Multiple carriers,Delhi,Cochin,435.0,1,13377.0,June,Monday
Jet Airways,Kolkata,Banglore,1294.8,1,9314.0,May,Thursday
Multiple carriers,Delhi,Cochin,544.8,1,9856.0,March,Saturday
Air India,Delhi,Cochin,675.0,1,8372.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1399.8,1,7064.0,April,Monday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Wednesday
Jet Airways,Delhi,Cochin,810.0,2,13029.0,May,Monday
IndiGo,Delhi,Cochin,490.2,1,7640.0,May,Friday
Jet Airways,Banglore,New Delhi,435.0,1,22270.0,March,Friday
Air India,Banglore,Delhi,169.8,0,4441.0,April,Monday
Jet Airways,Delhi,Cochin,1165.2,1,12898.0,May,Monday
Jet Airways,Kolkata,Banglore,1285.2,1,7064.0,April,Monday
Jet Airways,Kolkata,Banglore,739.8,1,10844.0,June,Sunday
SpiceJet,Kolkata,Banglore,145.2,0,4174.0,June,Sunday
Jet Airways,Kolkata,Banglore,1695.0,1,8529.0,June,Wednesday
IndiGo,Banglore,Delhi,169.8,0,3625.0,May,Tuesday
IndiGo,Banglore,Delhi,175.2,0,3419.0,May,Tuesday
IndiGo,Chennai,Kolkata,145.2,0,3850.0,May,Friday
Air India,Kolkata,Banglore,1255.2,2,12802.0,May,Friday
SpiceJet,Delhi,Cochin,360.0,1,9748.0,March,Wednesday
IndiGo,Delhi,Cochin,499.8,1,6104.0,June,Monday
IndiGo,Banglore,Delhi,180.0,0,3943.0,June,Friday
IndiGo,Delhi,Cochin,559.8,1,7514.0,June,Monday
Jet Airways,Banglore,New Delhi,160.2,0,18308.0,March,Wednesday
Air India,Mumbai,Hyderabad,255.0,2,17327.0,March,Wednesday
Air India,Delhi,Cochin,1114.8,2,8892.0,March,Wednesday
Multiple carriers,Delhi,Cochin,520.2,1,9794.0,May,Monday
IndiGo,Banglore,Delhi,175.2,0,4423.0,April,Monday
Jet Airways,Kolkata,Banglore,1485.0,1,10844.0,May,Friday
Jet Airways,Delhi,Cochin,1485.0,1,15554.0,May,Thursday
Vistara,Chennai,Kolkata,139.8,0,11982.0,May,Wednesday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,June,Monday
IndiGo,Kolkata,Banglore,154.8,0,5618.0,March,Sunday
Air India,Delhi,Cochin,1380.0,2,13591.0,June,Thursday
Multiple carriers,Delhi,Cochin,930.0,1,9508.0,May,Monday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Tuesday
Jet Airways,Banglore,Delhi,184.8,0,7229.0,April,Thursday
Vistara,Banglore,Delhi,169.8,0,4668.0,June,Tuesday
Jet Airways,Kolkata,Banglore,1200.0,1,14388.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1024.8,1,10844.0,May,Wednesday
Air India,Delhi,Cochin,765.0,1,7690.0,June,Sunday
Jet Airways,Kolkata,Banglore,1450.2,1,13067.0,May,Tuesday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,April,Wednesday
Jet Airways,Delhi,Cochin,1609.8,1,16289.0,March,Saturday
Air India,Kolkata,Banglore,745.2,1,10203.0,May,Sunday
Jet Airways,Kolkata,Banglore,570.0,1,15149.0,May,Monday
Vistara,Kolkata,Banglore,385.2,1,9345.0,May,Tuesday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,May,Saturday
Vistara,Kolkata,Banglore,975.0,1,9345.0,May,Wednesday
Air India,Kolkata,Banglore,1485.0,1,6528.0,May,Monday
Multiple carriers,Delhi,Cochin,379.8,1,15603.0,March,Sunday
SpiceJet,Delhi,Cochin,315.0,1,5583.0,June,Thursday
Jet Airways,Delhi,Cochin,1620.0,1,10577.0,June,Sunday
Air India,Delhi,Cochin,1180.2,2,10651.0,May,Wednesday
Jet Airways,Kolkata,Banglore,874.8,1,7594.0,June,Wednesday
Air Asia,Kolkata,Banglore,220.2,1,6857.0,May,Wednesday
IndiGo,Banglore,Delhi,169.8,0,4423.0,April,Saturday
Jet Airways,Delhi,Cochin,424.8,2,13344.0,June,Wednesday
SpiceJet,Banglore,Delhi,175.2,0,3971.0,April,Saturday
Jet Airways,Delhi,Cochin,600.0,1,18371.0,June,Monday
Jet Airways,Delhi,Cochin,1995.0,2,6643.0,March,Wednesday
Multiple carriers,Delhi,Cochin,465.0,1,15077.0,March,Wednesday
Air India,Banglore,Delhi,165.0,0,6121.0,May,Wednesday
SpiceJet,Mumbai,Hyderabad,79.80000000000001,0,5755.0,March,Sunday
Air India,Delhi,Cochin,765.0,1,4487.0,April,Tuesday
SpiceJet,Delhi,Cochin,270.0,1,5158.0,May,Tuesday
Jet Airways,Kolkata,Banglore,520.2,1,8586.0,May,Wednesday
Air India,Mumbai,Hyderabad,79.80000000000001,0,3100.0,June,Saturday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,3210.0,May,Thursday
Jet Airways,Delhi,Cochin,1039.8,1,12373.0,May,Thursday
Multiple carriers,Delhi,Cochin,730.2,1,15135.0,March,Sunday
Jet Airways,Delhi,Cochin,810.0,2,13292.0,June,Thursday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,June,Thursday
Vistara,Mumbai,Hyderabad,1500.0,1,12395.0,March,Wednesday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Friday
Jet Airways,Mumbai,Hyderabad,90.0,0,2228.0,May,Monday
Air Asia,Delhi,Cochin,829.8,1,11410.0,June,Monday
GoAir,Kolkata,Banglore,154.8,0,3514.0,June,Monday
Jet Airways,Kolkata,Banglore,690.0,1,13469.0,June,Thursday
IndiGo,Banglore,Delhi,180.0,0,3943.0,April,Tuesday
Vistara,Banglore,New Delhi,175.2,0,7608.0,March,Sunday
Air India,Banglore,Delhi,165.0,0,6961.0,May,Monday
Multiple carriers,Delhi,Cochin,585.0,1,12042.0,June,Saturday
Jet Airways Business,Banglore,New Delhi,400.2,1,62427.0,March,Friday
Air India,Banglore,New Delhi,655.2,2,9586.0,March,Saturday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Saturday
Jet Airways,Delhi,Cochin,1630.2,2,13882.0,June,Sunday
Jet Airways,Kolkata,Banglore,435.0,1,8781.0,May,Friday
Air Asia,Kolkata,Banglore,499.8,2,5192.0,June,Wednesday
IndiGo,Delhi,Cochin,940.2,1,6442.0,March,Wednesday
Jet Airways,Delhi,Cochin,825.0,1,15554.0,May,Monday
Jet Airways,Kolkata,Banglore,1285.2,1,10844.0,May,Tuesday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,April,Wednesday
Multiple carriers,Delhi,Cochin,420.0,1,14067.0,May,Tuesday
GoAir,Delhi,Cochin,370.2,1,5140.0,April,Saturday
IndiGo,Delhi,Cochin,895.2,1,8330.0,May,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,March,Sunday
Jet Airways,Banglore,New Delhi,1170.0,1,11087.0,March,Tuesday
GoAir,Banglore,New Delhi,175.2,0,18558.0,March,Friday
IndiGo,Mumbai,Hyderabad,90.0,0,16000.0,March,Friday
SpiceJet,Banglore,Delhi,175.2,0,3573.0,May,Monday
Multiple carriers,Delhi,Cochin,760.2,1,7670.0,May,Wednesday
Vistara,Banglore,Delhi,154.8,0,4878.0,May,Wednesday
Jet Airways,Delhi,Cochin,1294.8,2,11507.0,June,Thursday
Air Asia,Delhi,Cochin,330.0,1,8759.0,June,Thursday
Jet Airways,Delhi,Cochin,1530.0,1,10262.0,June,Wednesday
Air India,Delhi,Cochin,1579.8,2,10975.0,May,Tuesday
Jet Airways,Delhi,Cochin,550.2,1,10262.0,June,Thursday
Multiple carriers,Delhi,Cochin,490.2,1,6007.0,June,Thursday
IndiGo,Chennai,Kolkata,145.2,0,3858.0,March,Thursday
IndiGo,Delhi,Cochin,490.2,1,6412.0,June,Thursday
Air India,Kolkata,Banglore,150.0,0,6245.0,April,Sunday
Air India,Delhi,Cochin,1410.0,2,9968.0,June,Sunday
Multiple carriers,Delhi,Cochin,640.2,1,18260.0,March,Saturday
IndiGo,Banglore,New Delhi,175.2,0,8855.0,March,Sunday
Jet Airways,Kolkata,Banglore,589.8,1,10844.0,May,Friday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,May,Monday
Jet Airways,Kolkata,Banglore,1684.8,1,13067.0,May,Monday
Jet Airways,Banglore,New Delhi,1069.8,1,13817.0,March,Tuesday
Air India,Banglore,New Delhi,990.0,1,11602.0,March,Tuesday
Jet Airways,Kolkata,Banglore,1545.0,1,13941.0,May,Thursday
Jet Airways,Kolkata,Banglore,1365.0,1,14151.0,May,Wednesday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Wednesday
Jet Airways,Kolkata,Banglore,705.0,1,10844.0,May,Sunday
SpiceJet,Mumbai,Hyderabad,90.0,0,2753.0,June,Tuesday
Jet Airways,Delhi,Cochin,1005.0,1,14714.0,June,Wednesday
Multiple carriers,Delhi,Cochin,544.8,1,9646.0,May,Saturday
Jet Airways,Delhi,Cochin,330.0,1,15554.0,May,Thursday
Air India,Banglore,New Delhi,435.0,2,13261.0,March,Monday
Jet Airways,Banglore,New Delhi,1045.2,1,11087.0,March,Monday
Jet Airways,Delhi,Cochin,810.0,2,11507.0,June,Saturday
Multiple carriers,Delhi,Cochin,390.0,1,9424.0,May,Thursday
GoAir,Banglore,Delhi,169.8,0,4937.0,April,Friday
SpiceJet,Banglore,Delhi,175.2,0,3257.0,June,Thursday
IndiGo,Banglore,Delhi,169.8,0,4823.0,May,Monday
IndiGo,Chennai,Kolkata,139.8,0,5277.0,May,Sunday
SpiceJet,Kolkata,Banglore,150.0,0,3873.0,April,Tuesday
Jet Airways,Kolkata,Banglore,730.2,1,10844.0,May,Friday
Multiple carriers,Delhi,Cochin,510.0,1,7198.0,May,Monday
Air India,Delhi,Cochin,169.8,0,6094.0,May,Wednesday
IndiGo,Banglore,Delhi,165.0,0,3943.0,May,Friday
IndiGo,Banglore,Delhi,180.0,0,3943.0,May,Wednesday
Jet Airways,Kolkata,Banglore,960.0,1,12681.0,April,Monday
Vistara,Banglore,Delhi,154.8,0,5613.0,April,Monday
SpiceJet,Kolkata,Banglore,145.2,0,3873.0,May,Friday
Jet Airways,Delhi,Cochin,1414.8,1,12898.0,May,Monday
Jet Airways,Delhi,Cochin,1375.2,2,15129.0,May,Thursday
SpiceJet,Chennai,Kolkata,135.0,0,3911.0,May,Thursday
IndiGo,Delhi,Cochin,195.0,0,6015.0,June,Wednesday
Jet Airways,Banglore,New Delhi,364.8,1,54826.0,March,Friday
IndiGo,Delhi,Cochin,304.8,1,5073.0,March,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,4326.0,March,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,June,Monday
Jet Airways,Banglore,Delhi,165.0,0,7229.0,April,Wednesday
IndiGo,Banglore,Delhi,169.8,0,3943.0,June,Saturday
Air India,Banglore,New Delhi,685.2,3,14195.0,March,Wednesday
Jet Airways,Delhi,Cochin,1129.8,2,13292.0,June,Saturday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Wednesday
Jet Airways,Banglore,New Delhi,859.8,1,16736.0,March,Wednesday
Jet Airways,Banglore,Delhi,165.0,0,5198.0,May,Sunday
Multiple carriers,Delhi,Cochin,730.2,1,15058.0,June,Monday
IndiGo,Delhi,Cochin,300.0,1,5073.0,April,Wednesday
Multiple carriers,Delhi,Cochin,660.0,1,10197.0,May,Wednesday
SpiceJet,Chennai,Kolkata,139.8,0,3543.0,June,Thursday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,June,Thursday
Air India,Delhi,Cochin,1180.2,2,10966.0,June,Saturday
Jet Airways,Kolkata,Banglore,570.0,1,11134.0,March,Sunday
Air Asia,Kolkata,Banglore,150.0,0,3807.0,April,Saturday
Air India,Banglore,Delhi,169.8,0,5228.0,May,Monday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,June,Wednesday
Air Asia,Banglore,Delhi,165.0,0,4483.0,May,Saturday
Jet Airways,Delhi,Cochin,1015.2,1,10262.0,June,Monday
SpiceJet,Delhi,Cochin,270.0,1,5158.0,June,Thursday
Air India,Banglore,New Delhi,1519.8,1,6010.0,March,Thursday
Jet Airways,Delhi,Cochin,1320.0,2,13376.0,June,Wednesday
Jet Airways,Delhi,Cochin,1365.0,2,11543.0,March,Thursday
Multiple carriers,Delhi,Cochin,559.8,1,15342.0,March,Wednesday
SpiceJet,Banglore,New Delhi,175.2,0,6309.0,March,Friday
Vistara,Banglore,Delhi,165.0,0,5823.0,May,Friday
SpiceJet,Kolkata,Banglore,154.8,0,3873.0,June,Saturday
Jet Airways,Delhi,Cochin,1270.2,1,12898.0,May,Monday
IndiGo,Delhi,Cochin,499.8,1,6979.0,May,Wednesday
Air India,Kolkata,Banglore,1410.0,2,13437.0,May,Sunday
Jet Airways,Delhi,Cochin,1015.2,1,6017.0,March,Wednesday
